id,date,type,item,source_article,source_sentence,meaning,usage,writing_value,tags,review_note,appear_count,last_seen
20260621-034,2026-06-21,单词,faint,2026-06-21-alan-gilbert-philharmonic.md,"faint praise",微弱的；不强烈的；勉强的,faint 在 faint praise 中表示称赞力度很弱，不是 fair“公平的”。,一般,阅读高频|易混表达|错句来源,faint = 微弱的 / 不强烈的；fair = 公平的。,1,2026-06-21
20260621-035,2026-06-21,词组,for my part,2026-06-21-alan-gilbert-philharmonic.md,"For my part, I have no idea whether Gilbert is a great conductor or even a good one.",就我而言；在我看来,for my part 用来引出作者个人立场，不是“在某些情况下”。,一般,阅读高频|错句来源|固定搭配,for my part = 就我而言 / 在我看来。,1,2026-06-21
20260621-036,2026-06-21,句型,have no idea whether,2026-06-21-alan-gilbert-philharmonic.md,"I have no idea whether Gilbert is a great conductor or even a good one",不知道是否……,have no idea whether... 表示“不知道是否……”，不是“没能力判断”。,一般,阅读高频|错句来源|长难句结构,have no idea whether... = 不知道是否……。,1,2026-06-21
20260621-037,2026-06-21,词组,great conductor,2026-06-21-alan-gilbert-philharmonic.md,"whether Gilbert is a great conductor",伟大的指挥家,great conductor 是“伟大的指挥家”，不是“强大的指挥家”。,一般,阅读高频|错句来源|文化主题,great conductor = 伟大的指挥家。,1,2026-06-21
20260621-038,2026-06-21,词组,a good one,2026-06-21-alan-gilbert-philharmonic.md,"or even a good one",一个好的同类事物；本句指一个好指挥家,one 指代前文 conductor，所以 a good one 是“一个好指挥家”，不是“一个好人”。,一般,阅读高频|错句来源|指代,a good one 要回找前文名词；本句 one = conductor。,1,2026-06-21
20260621-039,2026-06-21,单词,whether,2026-06-21-alan-gilbert-philharmonic.md,"whether Gilbert is a great conductor or even a good one",是否,whether 引导“是否……”的内容；本句 `whether A or even B` 不是 A/B 二选一，而是“是否达到 A，甚至是否达到 B”。,一般,阅读高频|错句来源|逻辑关系,whether A or even B = 是否 A，甚至是否 B。,1,2026-06-21
20260621-040,2026-06-21,词组,to be sure,2026-06-21-alan-gilbert-philharmonic.md,"To be sure, he performs an impressive variety of interesting compositions",诚然；固然,to be sure 在议论文中常表示先让步承认，不是“可以确保的是”。,一般,阅读高频|错句来源|逻辑关系,to be sure = 诚然 / 固然，常与 but 构成让步转折。,1,2026-06-21
20260621-041,2026-06-21,单词,impressive,2026-06-21-alan-gilbert-philharmonic.md,"an impressive variety of interesting compositions",令人印象深刻的；可观的,impressive 修饰 variety，表示种类丰富程度令人印象深刻。,一般,阅读高频|错句来源,impressive = 令人印象深刻的 / 可观的。,1,2026-06-21
20260621-042,2026-06-21,单词,composition,2026-06-21-alan-gilbert-philharmonic.md,"interesting compositions",音乐作品；作品,composition 在音乐语境中是“音乐作品”，不是只按“作文/组成”理解。,一般,阅读高频|错句来源|熟词僻义,composition = 音乐作品（音乐语境）。,1,2026-06-21
20260621-043,2026-06-21,词组,anywhere else,2026-06-21-alan-gilbert-philharmonic.md,"or anywhere else",任何其他地方,anywhere else 表示地点“任何其他地方”，不是 anyone else“任何其他人”。,一般,阅读高频|错句来源|易混表达,anywhere else = 任何其他地方；anyone else = 任何其他人。,1,2026-06-21
20260621-044,2026-06-21,词组,orchestral music,2026-06-21-alan-gilbert-philharmonic.md,"to hear interesting orchestral music",管弦乐；交响乐,orchestral music 指管弦乐/交响乐，是本文音乐主题核心词。,一般,阅读高频|错句来源|文化主题,orchestral music = 管弦乐 / 交响乐。,1,2026-06-21
20260621-045,2026-06-21,句型,it is not necessary for sb to do sth,2026-06-21-alan-gilbert-philharmonic.md,"it is not necessary for me to visit Avery Fisher Hall",某人没有必要做某事,necessary 表示必要性；it is not necessary for me to do 是“我没有必要做”，不是“不成功”。,一般,阅读高频|错句来源|长难句结构,it is not necessary for sb to do sth = 某人没有必要做某事。,1,2026-06-21
20260621-046,2026-06-21,句型,all I have to do is to,2026-06-21-alan-gilbert-philharmonic.md,"All I have to do is to go to my CD shelf",我所要做的只是……,all I have to do is to... 表示“我只需要做……”，不是“最好的办法”。,一般,阅读高频|错句来源|长难句结构,All I have to do is to... = 我所要做的只是……。,1,2026-06-21
20260621-047,2026-06-21,单词,shelf,2026-06-21-alan-gilbert-philharmonic.md,"go to my CD shelf",架子；搁板,shelf 在 CD shelf 中是“CD 架 / 唱片架”。,一般,仅阅读识别|错句来源,shelf = 架子 / 搁板。,1,2026-06-21
20260621-048,2026-06-21,词组,boot up,2026-06-21-alan-gilbert-philharmonic.md,"boot up my computer",启动计算机,boot up 表示启动电脑或系统，不是普通 boot“靴子”。,一般,阅读高频|错句来源|熟词僻义,boot up = 启动计算机。,1,2026-06-21
20260621-049,2026-06-21,词组,still more,2026-06-21-alan-gilbert-philharmonic.md,"download still more recorded music from iTunes",还要更多；更多的,still more 中 still 修饰 more，表示“还要更多”，不是“然而”。,一般,阅读高频|错句来源|易混表达,still more = 还要更多 / 更多的。,1,2026-06-21
20260621-050,2026-06-21,词组,recorded music,2026-06-21-alan-gilbert-philharmonic.md,"still more recorded music from iTunes",音乐录音；录制好的音乐,recorded music 是本文与 live performance 对比的核心概念，表示录音音乐。,一般,阅读高频|错句来源|题目定位,recorded music = 音乐录音 / 录制好的音乐。,1,2026-06-21
20260621-051,2026-06-21,单词,devoted,2026-06-21-alan-gilbert-philharmonic.md,"Devoted concertgoers",忠实的；热爱的,devoted 在 devoted concertgoers 中表示忠实热爱的，不是“贡献”。,一般,阅读高频|错句来源|态度表达,devoted = 忠实的 / 热爱的。,1,2026-06-21
20260621-052,2026-06-21,单词,concertgoer,2026-06-21-alan-gilbert-philharmonic.md,"Devoted concertgoers",音乐会常客；常去音乐会的人,concertgoer 指经常去听音乐会的人。,一般,阅读高频|错句来源|文化主题,concertgoer = 音乐会常客。,1,2026-06-21
20260621-053,2026-06-21,单词,recording,2026-06-21-alan-gilbert-philharmonic.md,"recordings are no substitute for live performance",录音；录制品,recording 在本文中指音乐录音，不是“记载”。,一般,阅读高频|错句来源|题目定位,recording = 录音 / 录制品。,1,2026-06-21
20260621-054,2026-06-21,词组,no substitute for,2026-06-21-alan-gilbert-philharmonic.md,"recordings are no substitute for live performance",不能替代；不是……的替代品,no substitute for 表示无法替代某物，是价值比较中的固定表达。,一般,阅读高频|固定搭配|错句来源,no substitute for = 不能替代 / 不是……的替代品。,1,2026-06-21
20260621-055,2026-06-21,词组,live performance,2026-06-21-alan-gilbert-philharmonic.md,"live performance",现场演奏；现场表演,live performance 是与 recordings / recorded music 对比的核心概念。,一般,阅读高频|错句来源|题目定位,live performance = 现场演奏 / 现场表演。,1,2026-06-21
20260621-056,2026-06-21,词组,miss the point,2026-06-21-alan-gilbert-philharmonic.md,"are missing the point",没有抓住重点；没有理解关键问题,miss the point 表示没有抓住问题关键，是议论文中作者反驳对方观点的常见表达。,一般,阅读高频|固定搭配|错句来源|逻辑关系,miss the point = 没有抓住重点。,1,2026-06-21
20260621-057,2026-06-21,词组,art-loving public,2026-06-21-alan-gilbert-philharmonic.md,"the time, attention, and money of the art-loving public",热爱艺术的公众,art-loving public 指热爱艺术的公众，是 time / attention / money 的所属者。,一般,阅读高频|错句来源|文化主题,art-loving public = 热爱艺术的公众。,1,2026-06-21
20260621-058,2026-06-21,单词,attention,2026-06-21-alan-gilbert-philharmonic.md,"For the time, attention, and money of the art-loving public",注意力；关注,attention 是注意力/关注，不是 attitude“态度”。,一般,阅读高频|错句来源|易混表达,attention = 注意力；attitude = 态度。,1,2026-06-21
20260621-059,2026-06-21,单词,instrumentalist,2026-06-21-alan-gilbert-philharmonic.md,"classical instrumentalists must compete",乐器演奏家,instrumentalist 指乐器演奏家；classical instrumentalists 指古典乐器演奏家。,一般,阅读高频|错句来源|文化主题,instrumentalist = 乐器演奏家。,1,2026-06-21
20260621-060,2026-06-21,词组,compete with,2026-06-21-alan-gilbert-philharmonic.md,"must compete not only with opera houses",与……竞争,compete with 表示与……竞争；不要和 complete“完成”或 compute“计算”混淆。,一般,阅读高频|错句来源|易混表达,compete with = 与……竞争。,1,2026-06-21
20260621-061,2026-06-21,词组,opera house,2026-06-21-alan-gilbert-philharmonic.md,"opera houses",歌剧院,opera house 是固定场所名，表示歌剧院，不能拆成“歌剧房子”。,一般,阅读高频|错句来源|文化主题,opera house = 歌剧院。,1,2026-06-21
20260621-062,2026-06-21,词组,dance troupe,2026-06-21-alan-gilbert-philharmonic.md,"dance troupes",舞蹈团,troupe 指演出团体；dance troupe 是舞蹈团。,一般,阅读高频|错句来源|文化主题,dance troupe = 舞蹈团。,1,2026-06-21
20260621-063,2026-06-21,词组,theater company,2026-06-21-alan-gilbert-philharmonic.md,"theater companies",剧团；戏剧公司,theater company 指剧团/戏剧公司，不是普通商业公司。,一般,阅读高频|错句来源|文化主题,theater company = 剧团 / 戏剧公司。,1,2026-06-21
20260621-064,2026-06-21,单词,museum,2026-06-21-alan-gilbert-philharmonic.md,"museums",博物馆,museum 是博物馆，常作为文化机构出现在阅读中。,一般,阅读高频|错句来源|文化主题,museum = 博物馆。,1,2026-06-21
20260621-065,2026-06-21,词组,recorded performances,2026-06-21-alan-gilbert-philharmonic.md,"the recorded performances of the great classical musicians of the 20th century",演奏录音；录制下来的演出,recorded 是过去分词作定语，performances 是名词核心；recorded performances 指录制下来的演奏，是 live performance 的对照项。,一般,阅读高频|题目定位|错句来源,recorded performances = 演奏录音 / 录制下来的演出；recorded 不是谓语动词。,1,2026-06-21
20260621-066,2026-06-21,词组,"for the time, attention, and money of",2026-06-21-alan-gilbert-philharmonic.md,"For the time, attention, and money of the art-loving public",为了争夺……的时间、注意力和金钱,这里的 for 引出竞争目标，不是“在某些时候”；后面接 compete with 时要译成“为了争夺……”。,一般,阅读高频|长难句结构|错句来源|逻辑关系,"for the time, attention, and money of... = 为了争夺……的时间、注意力和金钱。",1,2026-06-21
20260621-067,2026-06-21,单词,available,2026-06-21-alan-gilbert-philharmonic.md,"These recordings are cheap, available everywhere",可获得的；可用的,available 表示可获得/可使用；available everywhere 表示随处可得。,一般,阅读高频|题目定位|错句来源,available = 可获得的 / 可用的。,1,2026-06-21
20260621-068,2026-06-21,词组,available everywhere,2026-06-21-alan-gilbert-philharmonic.md,"available everywhere",随处可得；到处都能获得,available everywhere 是录音音乐的可获得性优势，对应题目中 accessible to the general public。,一般,阅读高频|题目定位|错句来源,available everywhere = 随处可得。,1,2026-06-21
20260621-069,2026-06-21,词组,very often,2026-06-21-alan-gilbert-philharmonic.md,"very often much higher in artistic quality",常常；往往,very often 表示频率，修饰后面的比较判断，不要漏译“往往”。,一般,阅读高频|错句来源,very often = 常常 / 往往。,1,2026-06-21
20260621-070,2026-06-21,句型,much higher in... than...,2026-06-21-alan-gilbert-philharmonic.md,"much higher in artistic quality than today’s live performances",在……方面比……高得多,much higher in... than... 是比较结构；本句指在艺术质量上比现场演奏高得多。,一般,阅读高频|长难句结构|错句来源,much higher in N than... = 在 N 方面比……高得多。,1,2026-06-21
20260621-071,2026-06-21,词组,artistic quality,2026-06-21-alan-gilbert-philharmonic.md,"artistic quality",艺术质量；艺术水准,artistic quality 指艺术质量/艺术水准，是比较维度。,一般,阅读高频|题目定位|错句来源,artistic quality = 艺术质量 / 艺术水准。,1,2026-06-21
20260621-072,2026-06-21,单词,moreover,2026-06-21-alan-gilbert-philharmonic.md,"moreover, they can be “consumed” at a time and place of the listener’s choosing",此外；而且,moreover 是补充递进连接副词，表示此外/而且，不是“甚至”。,一般,阅读高频|逻辑关系|错句来源,moreover = 此外 / 而且。,1,2026-06-21
20260621-073,2026-06-21,词组,be consumed,2026-06-21-alan-gilbert-philharmonic.md,"they can be “consumed”",被消费；被享用,be consumed 是被动结构；本句用引号把听录音类比为消费录音。,一般,阅读高频|错句来源|熟词僻义,be consumed = 被消费 / 被享用。,1,2026-06-21
20260621-074,2026-06-21,词组,at a time and place,2026-06-21-alan-gilbert-philharmonic.md,"at a time and place of the listener’s choosing",在某个时间和地点,at a time and place 是整体状语，不要把 time 和 place 拆成两段理解。,一般,阅读高频|长难句结构|错句来源,at a time and place = 在某个时间和地点。,1,2026-06-21
20260621-075,2026-06-21,词组,of one's choosing,2026-06-21-alan-gilbert-philharmonic.md,"of the listener’s choosing",由某人选择的,of one's choosing 后置修饰前面的名词组；本句修饰 time and place。,一般,阅读高频|长难句结构|错句来源,of one's choosing = 由某人选择的。,1,2026-06-21
20260621-076,2026-06-21,词组,at a time and place of one's choosing,2026-06-21-alan-gilbert-philharmonic.md,"at a time and place of the listener’s choosing",在某人自己选择的时间和地点,这是完整结构；of the listener's choosing 修饰 time and place，表示时间地点由听众选择。,一般,阅读高频|长难句结构|错句来源,at a time and place of one's choosing = 在某人自己选择的时间和地点。,1,2026-06-21
20260621-077,2026-06-21,词组,widespread availability,2026-06-21-alan-gilbert-philharmonic.md,"The widespread availability of such recordings",普遍可得性；广泛可获得,widespread availability 指广泛可获得，不是“广泛使用”。,一般,阅读高频|题目定位|错句来源,widespread availability = 普遍可得性。,1,2026-06-21
20260621-078,2026-06-21,单词,availability,2026-06-21-alan-gilbert-philharmonic.md,"availability of such recordings",可获得性；可用性,availability 强调能否获得/是否可用，不等于 use“使用”。,一般,阅读高频|题目定位|错句来源,availability = 可获得性 / 可用性。,1,2026-06-21
20260621-079,2026-06-21,单词,thus,2026-06-21-alan-gilbert-philharmonic.md,"has thus brought about a crisis",因此；于是,thus 表示结果承接，概括前文录音优势导致危机。,一般,阅读高频|逻辑关系|错句来源,thus = 因此 / 于是。,1,2026-06-21
20260621-080,2026-06-21,词组,bring about,2026-06-21-alan-gilbert-philharmonic.md,"has thus brought about a crisis",引起；导致；带来,bring about 表示导致/引起；brought 是 bring 的过去分词，不是 bought“买了”。,一般,阅读高频|逻辑关系|错句来源|易混表达,bring about = 引起 / 导致；brought != bought。,1,2026-06-21
20260621-081,2026-06-21,单词,institution,2026-06-21-alan-gilbert-philharmonic.md,"the institution of the traditional classical concert",制度；习俗；由来已久的惯例,institution 在这里指传统古典音乐会这一制度/习俗，不是具体机构。,一般,阅读高频|熟词僻义|错句来源,institution = 制度 / 习俗 / 惯例（本句语境）。,1,2026-06-21
20260621-082,2026-06-21,词组,traditional classical concert,2026-06-21-alan-gilbert-philharmonic.md,"the traditional classical concert",传统古典音乐会,traditional classical concert 是 institution of 的内容，concert 指音乐会。,一般,阅读高频|文化主题|错句来源,traditional classical concert = 传统古典音乐会。,1,2026-06-21
20260621-083,2026-06-21,句型,a crisis in the institution of,2026-06-21-alan-gilbert-philharmonic.md,"a crisis in the institution of the traditional classical concert",……这一制度/习俗中的危机,in the institution of... 是介词短语，修饰 crisis，说明危机发生的领域/对象。,一般,阅读高频|长难句结构|错句来源,a crisis in the institution of... = ……这一制度/习俗中的危机。,1,2026-06-21
20260621-084,2026-06-21,单词,expense,2026-06-21-alan-gilbert-philharmonic.md,"ignore the expenses of live performances",费用；开支,expense 表示费用/开支；本题 A 选项用于干扰，不是原文重点。,一般,阅读高频|题目定位|错句来源,expense = 费用 / 开支。,1,2026-06-21
20260621-085,2026-06-21,单词,reject,2026-06-21-alan-gilbert-philharmonic.md,"reject most kinds of recorded performances",拒绝；排斥,reject 表示拒绝/排斥；B 选项把原文“不能替代”误导成“拒绝录音”。,一般,阅读高频|题目定位|错句来源,reject = 拒绝 / 排斥。,1,2026-06-21
20260621-086,2026-06-21,单词,exaggerate,2026-06-21-alan-gilbert-philharmonic.md,"exaggerate the variety of live performances",夸大,exaggerate 表示夸大；C 选项说夸大现场演奏种类，原文没有这个信息。,一般,阅读高频|题目定位|错句来源,exaggerate = 夸大。,1,2026-06-21
20260621-087,2026-06-21,单词,variety,2026-06-21-alan-gilbert-philharmonic.md,"the variety of live performances",多样性；种类,variety 表示多样性/种类；注意和 value“价值”区分。,一般,阅读高频|题目定位|错句来源,variety = 多样性 / 种类。,1,2026-06-21
20260621-088,2026-06-21,单词,overestimate,2026-06-21-alan-gilbert-philharmonic.md,"overestimate the value of live performances",高估,overestimate 表示高估；D 选项概括作者认为忠实听众高估现场演奏价值。,一般,阅读高频|题目定位|错句来源,overestimate = 高估。,1,2026-06-21
20260621-089,2026-06-21,单词,value,2026-06-21-alan-gilbert-philharmonic.md,"the value of live performances",价值,value 在本题中是现场演奏的价值，不是“价格”。,一般,阅读高频|题目定位|错句来源,value = 价值。,1,2026-06-21
20260621-090,2026-06-21,词组,inferior to,2026-06-21-alan-gilbert-philharmonic.md,"They are often inferior to live concerts in quality.",次于；不如,inferior to 表示质量/地位等低于、不如；A 选项与原文 higher in quality 方向相反。,一般,阅读高频|题目定位|错句来源,inferior to = 次于 / 不如。,1,2026-06-21
20260621-091,2026-06-21,词组,accessible to,2026-06-21-alan-gilbert-philharmonic.md,"They are easily accessible to the general public.",对……可获得；可接触到,accessible to 对应原文 available everywhere / widespread availability，表示大众容易获得。,一般,阅读高频|题目定位|错句来源,accessible to = 对……可获得 / 可接触到。,1,2026-06-21
20260621-092,2026-06-21,词组,general public,2026-06-21-alan-gilbert-philharmonic.md,"the general public",普通公众；大众,general public 指普通公众/大众，不是特定群体。,一般,阅读高频|题目定位|错句来源,general public = 普通公众 / 大众。,1,2026-06-21
20260621-093,2026-06-21,词组,improve the quality of,2026-06-21-alan-gilbert-philharmonic.md,"They help improve the quality of music.",提高……的质量,improve the quality of... 表示提高质量；C 选项是干扰项，原文未说录音提高音乐质量。,一般,阅读高频|题目定位|错句来源,improve the quality of... = 提高……的质量。,1,2026-06-21
20260621-094,2026-06-21,单词,cover,2026-06-21-alan-gilbert-philharmonic.md,"They have only covered masterpieces.",覆盖；包含,cover 在选项中表示覆盖/包含某类作品，不是“盖住”。,一般,阅读高频|题目定位|错句来源,cover = 覆盖 / 包含。,1,2026-06-21
20260621-095,2026-06-21,单词,masterpiece,2026-06-21-alan-gilbert-philharmonic.md,"They have only covered masterpieces.",杰作；名作,masterpiece 指杰作/名作；D 选项说录音只覆盖杰作，原文没有该限制。,一般,阅读高频|题目定位|错句来源,masterpiece = 杰作 / 名作。,1,2026-06-21
20260621-096,2026-06-21,熟词僻义,response,2026-06-21-alan-gilbert-philharmonic.md,"One possible response is for classical performers to program attractive new music",应对方式；回应措施,response 在这里是对上文危机的可能应对方式，不是“回答”，也不同于前文 response“反响”。,一般,阅读高频|熟词僻义|错句来源,response = 应对方式 / 回应措施（议论文语境）。,1,2026-06-21
20260621-097,2026-06-21,单词,performer,2026-06-21-alan-gilbert-philharmonic.md,"classical performers",表演者；演奏者,classical performers 指古典音乐演奏者。,一般,阅读高频|文化主题|错句来源,performer = 表演者 / 演奏者。,1,2026-06-21
20260621-098,2026-06-21,单词,program,2026-06-21-alan-gilbert-philharmonic.md,"to program attractive new music",安排演出曲目；编排节目,program 作动词在音乐会语境中表示安排/编排演出曲目，不是“编程”。,一般,阅读高频|熟词僻义|错句来源,program new music = 安排演出新音乐作品。,1,2026-06-21
20260621-099,2026-06-21,单词,attractive,2026-06-21-alan-gilbert-philharmonic.md,"attractive new music",有吸引力的,attractive 修饰 new music，表示能吸引听众的新音乐作品。,一般,阅读高频|错句来源,attractive = 有吸引力的。,1,2026-06-21
20260621-100,2026-06-21,词组,available on record,2026-06-21-alan-gilbert-philharmonic.md,"not yet available on record",有录音可获得；已有录音,available on record 在音乐语境中表示以录音形式可得，不是“记录在案”。,一般,阅读高频|熟词僻义|错句来源,available on record = 有录音可获得 / 已有录音。,1,2026-06-21
20260621-101,2026-06-21,句型,One possible response is for sb to do sth,2026-06-21-alan-gilbert-philharmonic.md,"One possible response is for classical performers to program attractive new music",一种可能的应对方式是让某人做某事,该结构用 for sb to do sth 说明 response 的具体内容。,一般,阅读高频|长难句结构|错句来源,One possible response is for sb to do sth = 一种可能的应对方式是让某人做某事。,1,2026-06-21
20260621-102,2026-06-21,词组,be widely noted,2026-06-21-alan-gilbert-philharmonic.md,"Gilbert’s own interest in new music has been widely noted",被广泛注意；广为人知,be widely noted 表示广为人知/受到广泛注意，不是“被广泛记录”。,一般,阅读高频|错句来源,be widely noted = 被广泛注意 / 广为人知。,1,2026-06-21
20260621-103,2026-06-21,词组,describe A as B,2026-06-21-alan-gilbert-philharmonic.md,"has described him as a man",把 A 描述为 B；称 A 为 B,describe A as B 表示把 A 描述/称为 B，后面的名词短语整体是评价。,一般,阅读高频|固定搭配|错句来源,describe A as B = 把 A 描述为 B。,1,2026-06-21
20260621-104,2026-06-21,词组,be capable of,2026-06-21-alan-gilbert-philharmonic.md,"who is capable of turning the Philharmonic into",有能力；能够,be capable of 后接名词或动名词，表示有能力做某事。,一般,阅读高频|固定搭配|错句来源,be capable of doing = 有能力做某事。,1,2026-06-21
20260621-105,2026-06-21,词组,turn A into B,2026-06-21-alan-gilbert-philharmonic.md,"turning the Philharmonic into “a markedly different, more vibrant organization”",把 A 变成 B,turn A into B 表示把 A 转变成 B；本句指把纽约爱乐变成一个不同且更有活力的组织。,一般,阅读高频|固定搭配|错句来源,turn A into B = 把 A 变成 B。,1,2026-06-21
20260621-106,2026-06-21,单词,markedly,2026-06-21-alan-gilbert-philharmonic.md,"a markedly different, more vibrant organization",显著地；明显地,markedly 修饰 different，表示显著不同。,一般,阅读高频|错句来源,markedly = 显著地 / 明显地。,1,2026-06-21
20260621-107,2026-06-21,单词,vibrant,2026-06-21-alan-gilbert-philharmonic.md,"more vibrant organization",充满活力的,vibrant 表示充满活力的、有生气的。,一般,阅读高频|错句来源|态度表达,vibrant = 充满活力的。,1,2026-06-21
20260621-108,2026-06-21,单词,organization,2026-06-21-alan-gilbert-philharmonic.md,"more vibrant organization",组织；团体,organization 在本句指纽约爱乐这个组织/团体。,一般,阅读高频|错句来源,organization = 组织 / 团体。,1,2026-06-21
20260621-109,2026-06-21,熟词僻义,nature,2026-06-21-alan-gilbert-philharmonic.md,"what will be the nature of that difference",本质；性质,nature 在抽象讨论中表示本质/性质，不是“自然”。,一般,阅读高频|熟词僻义|错句来源,nature = 本质 / 性质（抽象语境）。,1,2026-06-21
20260621-110,2026-06-21,词组,the nature of,2026-06-21-alan-gilbert-philharmonic.md,"the nature of that difference",……的本质；……的性质,the nature of... 用于追问某种差异/问题/现象的本质。,一般,阅读高频|固定搭配|错句来源,the nature of... = ……的本质 / 性质。,1,2026-06-21
20260621-111,2026-06-21,单词,merely,2026-06-21-alan-gilbert-philharmonic.md,"Merely expanding the orchestra’s repertoire",仅仅；只不过,merely 限制 expanding 的作用，配合 will not be enough 表达作者质疑。,一般,阅读高频|逻辑关系|错句来源,merely = 仅仅 / 只不过。,1,2026-06-21
20260621-112,2026-06-21,词组,expand repertoire,2026-06-21-alan-gilbert-philharmonic.md,"expanding the orchestra’s repertoire",扩充曲目；扩大演奏曲目,expand repertoire 表示扩充乐团/演奏者的曲目范围。,一般,阅读高频|文化主题|错句来源,expand repertoire = 扩充曲目。,1,2026-06-21
20260621-113,2026-06-21,单词,repertoire,2026-06-21-alan-gilbert-philharmonic.md,"the orchestra’s repertoire",全部曲目；演奏曲目,repertoire 指乐团或表演者可演出的全部曲目/节目。,一般,阅读高频|文化主题|错句来源,repertoire = 全部曲目 / 演奏曲目。,1,2026-06-21
20260621-114,2026-06-21,句型,Doing sth will not be enough,2026-06-21-alan-gilbert-philharmonic.md,"Merely expanding the orchestra’s repertoire will not be enough.",做某事是不够的,动名词短语作主语；will not be enough 表示不足以解决问题。,一般,阅读高频|长难句结构|错句来源,Doing sth will not be enough = 做某事是不够的。,1,2026-06-21
20260621-115,2026-06-21,句型,be to do,2026-06-21-alan-gilbert-philharmonic.md,"If Gilbert and the Philharmonic are to succeed",要做；将要做；要想做成,be to do 在条件句中常表示“要想……/如果要……”。,一般,阅读高频|长难句结构|错句来源,be to do = 要做 / 要想做成（视语境）。,1,2026-06-21
20260621-116,2026-06-21,词组,are to succeed,2026-06-21-alan-gilbert-philharmonic.md,"If Gilbert and the Philharmonic are to succeed",如果要成功；要想成功,are to succeed 在 if 从句中表示“如果要想成功”，不是“如果是成功的”。,一般,阅读高频|错句来源|逻辑关系,if A are to succeed = 如果 A 要想成功。,1,2026-06-21
20260621-117,2026-06-21,单词,first,2026-06-21-alan-gilbert-philharmonic.md,"they must first change",首先,first 在本句表示首先/第一步，不是“彻底地”。,一般,阅读高频|错句来源|逻辑关系,first = 首先。,1,2026-06-21
20260621-118,2026-06-21,词组,change the relationship between A and B,2026-06-21-alan-gilbert-philharmonic.md,"change the relationship between America’s oldest orchestra and the new audience",改变 A 与 B 之间的关系,change the relationship between A and B 是末句核心动作，说明振兴乐团要改变老牌乐团与新观众的关系。,一般,阅读高频|长难句结构|错句来源,change the relationship between A and B = 改变 A 与 B 之间的关系。,1,2026-06-21
20260621-119,2026-06-21,词组,America's oldest orchestra,2026-06-21-alan-gilbert-philharmonic.md,"America’s oldest orchestra",美国最古老的管弦乐团,America's oldest orchestra 指纽约爱乐乐团，强调其历史悠久，不是“旧的管弦乐团”。,一般,阅读高频|文化主题|错句来源,America's oldest orchestra = 美国最古老的管弦乐团。,1,2026-06-21
20260621-120,2026-06-21,词组,audience it hopes to attract,2026-06-21-alan-gilbert-philharmonic.md,"the new audience it hopes to attract",它希望吸引的观众,it 指乐团/纽约爱乐；audience 是 attract 的宾语，省略了关系代词 that/whom。,一般,阅读高频|长难句结构|错句来源,audience it hopes to attract = 它希望吸引的观众。,1,2026-06-21
20260621-121,2026-06-21,单词,revitalize,2026-06-21-alan-gilbert-philharmonic.md,"Regarding Gilbert’s role in revitalizing the Philharmonic",使恢复活力；振兴,revitalize 表示使重新有活力/振兴；题干 revitalizing 指振兴纽约爱乐。,一般,阅读高频|题目定位|错句来源,revitalize = 振兴 / 使恢复活力。,1,2026-06-21
20260621-122,2026-06-21,单词,doubtful,2026-06-21-alan-gilbert-philharmonic.md,"[A] doubtful",怀疑的,doubtful 表示怀疑的，对应末段作者质疑 Gilbert 作用的态度。,一般,阅读高频|题目定位|态度表达,doubtful = 怀疑的。,1,2026-06-21
20260621-123,2026-06-21,单词,enthusiastic,2026-06-21-alan-gilbert-philharmonic.md,"[B] enthusiastic",热情的；热心的,enthusiastic 是热情/热心，不是“满意的”；本题为干扰态度词。,一般,阅读高频|题目定位|态度表达|错句来源,enthusiastic = 热情的 / 热心的。,1,2026-06-21
20260621-124,2026-06-21,单词,confident,2026-06-21-alan-gilbert-philharmonic.md,"[C] confident",有信心的,confident 表示有信心的；作者末段不是 confident，而是 doubtful。,一般,阅读高频|题目定位|态度表达,confident = 有信心的。,1,2026-06-21
20260621-125,2026-06-21,单词,puzzled,2026-06-21-alan-gilbert-philharmonic.md,"[D] puzzled",困惑的,puzzled 表示困惑的；注意和 doubtful“怀疑的”区分。,一般,阅读高频|题目定位|态度表达,puzzled = 困惑的。,1,2026-06-21
20260622-001,2026-06-22,单词,depart,2026-06-22-2011-english-i-text-2.md,"When Liam McGee departed as president of Bank of America in August, his explanation was surprisingly straight up.",离开；离任；卸任,depart 在本句中是动词“离任/卸任”，不是 department“部门”。,一般,阅读高频|错句来源|易混表达,depart = 离开 / 离任；注意不要和 department“部门”混淆。,1,2026-06-22
20260622-002,2026-06-22,词组,depart as,2026-06-22-2011-english-i-text-2.md,"When Liam McGee departed as president of Bank of America in August, his explanation was surprisingly straight up.",辞去……职务；以……身份离任,depart as president of... 要整体理解为“辞去……总裁职务”。,一般,阅读高频|固定搭配|错句来源,depart as + 职务 = 辞去……职务 / 以……身份离任。,1,2026-06-22
20260622-003,2026-06-22,词组,straight up,2026-06-22-2011-english-i-text-2.md,"When Liam McGee departed as president of Bank of America in August, his explanation was surprisingly straight up.",坦率的；直截了当的,straight up 在本句评价 explanation，表示解释坦率直接；surprisingly 修饰 straight up。,一般,阅读高频|固定搭配|错句来源|态度表达,straight up = 坦率的 / 直截了当的；注意 surprisingly 修饰它。,1,2026-06-22
