normalized	canonical_entry_id	occurrence_count	sections	verification_status
nowhere	SYL-VOCAB-P044-R12	1	part_1_true_exam	ocr_consensus_unreviewed
nuclear	SYL-VOCAB-P044-R13	1	part_1_true_exam	ocr_consensus_unreviewed
nucleus	SYL-VOCAB-P044-R14	1	part_1_true_exam	ocr_consensus_unreviewed
nudge	SYL-VOCAB-P089-R33	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
nuisance	SYL-VOCAB-P044-R15	1	part_1_true_exam	ocr_consensus_unreviewed
numb	SYL-VOCAB-P080-R20	1	part_2_zero_frequency	ocr_consensus_unreviewed
number	SYL-VOCAB-P044-R16	1	part_1_true_exam	ocr_consensus_unreviewed
numerical	SYL-VOCAB-P044-R17	1	part_1_true_exam	ocr_consensus_unreviewed
numerous	SYL-VOCAB-P044-R18	1	part_1_true_exam	ocr_consensus_unreviewed
nurse	SYL-VOCAB-P044-R19	1	part_1_true_exam	ocr_consensus_unreviewed
nursery	SYL-VOCAB-P080-R21	1	part_2_zero_frequency	ocr_consensus_unreviewed
nurture	SYL-VOCAB-P044-R20	1	part_1_true_exam	ocr_consensus_unreviewed
nut	SYL-VOCAB-P044-R21	1	part_1_true_exam	ocr_consensus_unreviewed
nutrition	SYL-VOCAB-P044-R22	1	part_1_true_exam	ocr_consensus_unreviewed
nylon	SYL-VOCAB-P080-R22	1	part_2_zero_frequency	ocr_consensus_unreviewed
o'clock	SYL-VOCAB-P080-R31	1	part_2_zero_frequency	ocr_consensus_unreviewed
oak	SYL-VOCAB-P080-R23	1	part_2_zero_frequency	ocr_consensus_unreviewed
oar	SYL-VOCAB-P080-R24	1	part_2_zero_frequency	ocr_consensus_unreviewed
oath	SYL-VOCAB-P080-R25	1	part_2_zero_frequency	ocr_consensus_unreviewed
obedience	SYL-VOCAB-P044-R23	1	part_1_true_exam	ocr_consensus_unreviewed
obedient	SYL-VOCAB-P044-R24	1	part_1_true_exam	ocr_consensus_unreviewed
obesity	SYL-VOCAB-P080-R26	1	part_2_zero_frequency	ocr_consensus_unreviewed
obey	SYL-VOCAB-P080-R27	1	part_2_zero_frequency	ocr_consensus_unreviewed
object	SYL-VOCAB-P044-R25	1	part_1_true_exam	ocr_consensus_unreviewed
objection	SYL-VOCAB-P044-R26	1	part_1_true_exam	ocr_consensus_unreviewed
objective	SYL-VOCAB-P044-R27	1	part_1_true_exam	ocr_consensus_unreviewed
obligation	SYL-VOCAB-P044-R28	1	part_1_true_exam	ocr_consensus_unreviewed
oblige	SYL-VOCAB-P044-R29	1	part_1_true_exam	ocr_consensus_unreviewed
obscure	SYL-VOCAB-P044-R30	1	part_1_true_exam	ocr_consensus_unreviewed
observation	SYL-VOCAB-P044-R31	1	part_1_true_exam	ocr_consensus_unreviewed
observatory	SYL-VOCAB-P089-R34	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
observe	SYL-VOCAB-P044-R32	1	part_1_true_exam	ocr_consensus_unreviewed
obsession	SYL-VOCAB-P045-L01	1	part_1_true_exam	ocr_consensus_unreviewed
obsolete	SYL-VOCAB-P080-R28	1	part_2_zero_frequency	ocr_consensus_unreviewed
obstacle	SYL-VOCAB-P045-L02	1	part_1_true_exam	ocr_consensus_unreviewed
obstruct	SYL-VOCAB-P080-R29	1	part_2_zero_frequency	ocr_consensus_unreviewed
obstruction	SYL-VOCAB-P080-R30	1	part_2_zero_frequency	ocr_consensus_unreviewed
obtain	SYL-VOCAB-P045-L03	1	part_1_true_exam	ocr_consensus_unreviewed
obvious	SYL-VOCAB-P045-L04	1	part_1_true_exam	ocr_consensus_unreviewed
occasion	SYL-VOCAB-P045-L05	1	part_1_true_exam	ocr_consensus_unreviewed
occasional	SYL-VOCAB-P045-L06	1	part_1_true_exam	ocr_consensus_unreviewed
occupation	SYL-VOCAB-P045-L07	1	part_1_true_exam	ocr_consensus_unreviewed
occupy	SYL-VOCAB-P045-L08	1	part_1_true_exam	ocr_consensus_unreviewed
occur	SYL-VOCAB-P045-L09	1	part_1_true_exam	pending_review_only
occurrence	SYL-VOCAB-P045-L10	1	part_1_true_exam	ocr_consensus_unreviewed
ocean	SYL-VOCAB-P045-L11	1	part_1_true_exam	ocr_consensus_unreviewed
october	SYL-VOCAB-P045-L12	1	part_1_true_exam	ocr_consensus_unreviewed
odd	SYL-VOCAB-P045-L13	1	part_1_true_exam	ocr_consensus_unreviewed
odds	SYL-VOCAB-P045-L14	1	part_1_true_exam	ocr_consensus_unreviewed
odor	SYL-VOCAB-P080-R32	1	part_2_zero_frequency	ocr_consensus_unreviewed
of	SYL-VOCAB-P045-L15	1	part_1_true_exam	ocr_consensus_unreviewed
off	SYL-VOCAB-P045-L16	1	part_1_true_exam	ocr_consensus_unreviewed
offend	SYL-VOCAB-P045-L17	1	part_1_true_exam	ocr_consensus_unreviewed
offensive	SYL-VOCAB-P045-L18	1	part_1_true_exam	ocr_consensus_unreviewed
offer	SYL-VOCAB-P045-L19	1	part_1_true_exam	ocr_consensus_unreviewed
office	SYL-VOCAB-P045-L20	1	part_1_true_exam	ocr_consensus_unreviewed
officer	SYL-VOCAB-P045-L21	1	part_1_true_exam	ocr_consensus_unreviewed
official	SYL-VOCAB-P045-L22	1	part_1_true_exam	ocr_consensus_unreviewed
offset	SYL-VOCAB-P045-L23	1	part_1_true_exam	ocr_consensus_unreviewed
offspring	SYL-VOCAB-P045-L24	1	part_1_true_exam	ocr_consensus_unreviewed
often	SYL-VOCAB-P045-L25	1	part_1_true_exam	ocr_consensus_unreviewed
oil	SYL-VOCAB-P045-L26	1	part_1_true_exam	ocr_consensus_unreviewed
okay	SYL-VOCAB-P045-L27	1	part_1_true_exam	ocr_consensus_unreviewed
old	SYL-VOCAB-P045-L28	1	part_1_true_exam	ocr_consensus_unreviewed
omit	SYL-VOCAB-P045-L29	1	part_1_true_exam	ocr_consensus_unreviewed
omnivore	SYL-VOCAB-P089-R35	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
on	SYL-VOCAB-P045-L30	1	part_1_true_exam	ocr_consensus_unreviewed
once	SYL-VOCAB-P045-R01	1	part_1_true_exam	ocr_consensus_unreviewed
one	SYL-VOCAB-P045-R02	1	part_1_true_exam	ocr_consensus_unreviewed
oneself	SYL-VOCAB-P045-R03	1	part_1_true_exam	ocr_consensus_unreviewed
onion	SYL-VOCAB-P080-R33	1	part_2_zero_frequency	ocr_consensus_unreviewed
only	SYL-VOCAB-P045-R04	1	part_1_true_exam	ocr_consensus_unreviewed
onto	SYL-VOCAB-P045-R05	1	part_1_true_exam	ocr_consensus_unreviewed
opaque	SYL-VOCAB-P080-R34	1	part_2_zero_frequency	ocr_consensus_unreviewed
open	SYL-VOCAB-P045-R06	1	part_1_true_exam	ocr_consensus_unreviewed
opening	SYL-VOCAB-P045-R07	1	part_1_true_exam	ocr_consensus_unreviewed
opera	SYL-VOCAB-P045-R08	1	part_1_true_exam	ocr_consensus_unreviewed
operate	SYL-VOCAB-P045-R09	1	part_1_true_exam	ocr_consensus_unreviewed
operation	SYL-VOCAB-P045-R10	1	part_1_true_exam	ocr_consensus_unreviewed
operational	SYL-VOCAB-P045-R11	1	part_1_true_exam	ocr_consensus_unreviewed
operator	SYL-VOCAB-P045-R12	1	part_1_true_exam	ocr_consensus_unreviewed
opinion	SYL-VOCAB-P045-R13	1	part_1_true_exam	ocr_consensus_unreviewed
opponent	SYL-VOCAB-P045-R14	1	part_1_true_exam	ocr_consensus_unreviewed
opportunity	SYL-VOCAB-P045-R15	1	part_1_true_exam	ocr_consensus_unreviewed
oppose	SYL-VOCAB-P045-R16	1	part_1_true_exam	ocr_consensus_unreviewed
opposite	SYL-VOCAB-P045-R17	1	part_1_true_exam	ocr_consensus_unreviewed
oppress	SYL-VOCAB-P045-R18	1	part_1_true_exam	ocr_consensus_unreviewed
opt	SYL-VOCAB-P080-R35	1	part_2_zero_frequency	ocr_consensus_unreviewed
optical	SYL-VOCAB-P080-R36	1	part_2_zero_frequency	ocr_consensus_unreviewed
optimistic	SYL-VOCAB-P045-R19	1	part_1_true_exam	ocr_consensus_unreviewed
optimum	SYL-VOCAB-P080-R37	1	part_2_zero_frequency	ocr_consensus_unreviewed
option	SYL-VOCAB-P045-R20	1	part_1_true_exam	ocr_consensus_unreviewed
optional	SYL-VOCAB-P045-R21	1	part_1_true_exam	ocr_consensus_unreviewed
or	SYL-VOCAB-P045-R22	1	part_1_true_exam	ocr_consensus_unreviewed
oral	SYL-VOCAB-P045-R23	1	part_1_true_exam	ocr_consensus_unreviewed
orange	SYL-VOCAB-P045-R24	1	part_1_true_exam	ocr_consensus_unreviewed
orbit	SYL-VOCAB-P045-R25	1	part_1_true_exam	ocr_consensus_unreviewed
orchard	SYL-VOCAB-P080-R38	1	part_2_zero_frequency	ocr_consensus_unreviewed
orchestra	SYL-VOCAB-P045-R26	1	part_1_true_exam	ocr_consensus_unreviewed
order	SYL-VOCAB-P045-R27	1	part_1_true_exam	ocr_consensus_unreviewed
orderly	SYL-VOCAB-P045-R28	1	part_1_true_exam	ocr_consensus_unreviewed
ordinary	SYL-VOCAB-P045-R29	1	part_1_true_exam	ocr_consensus_unreviewed
ore	SYL-VOCAB-P080-R39	1	part_2_zero_frequency	ocr_consensus_unreviewed
organ	SYL-VOCAB-P045-R30	1	part_1_true_exam	ocr_consensus_unreviewed
organic	SYL-VOCAB-P045-R31	1	part_1_true_exam	ocr_consensus_unreviewed
organism	SYL-VOCAB-P045-R32	1	part_1_true_exam	ocr_consensus_unreviewed
organization	SYL-VOCAB-P045-R33	1	part_1_true_exam	ocr_consensus_unreviewed
organize	SYL-VOCAB-P045-R34	1	part_1_true_exam	ocr_consensus_unreviewed
orient	SYL-VOCAB-P046-L01	1	part_1_true_exam	ocr_consensus_unreviewed
oriental	SYL-VOCAB-P080-R40	1	part_2_zero_frequency	ocr_consensus_unreviewed
orientation	SYL-VOCAB-P046-L02	1	part_1_true_exam	ocr_consensus_unreviewed
origin	SYL-VOCAB-P046-L03	1	part_1_true_exam	ocr_consensus_unreviewed
original	SYL-VOCAB-P046-L04	1	part_1_true_exam	ocr_consensus_unreviewed
originate	SYL-VOCAB-P046-L05	1	part_1_true_exam	ocr_consensus_unreviewed
ornament	SYL-VOCAB-P046-L06	1	part_1_true_exam	ocr_consensus_unreviewed
ornate	SYL-VOCAB-P089-R36	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
orphan	SYL-VOCAB-P046-L07	1	part_1_true_exam	ocr_consensus_unreviewed
orthodox	SYL-VOCAB-P080-R41	1	part_2_zero_frequency	ocr_consensus_unreviewed
other	SYL-VOCAB-P046-L08	1	part_1_true_exam	ocr_consensus_unreviewed
otherwise	SYL-VOCAB-P046-L09	1	part_1_true_exam	ocr_consensus_unreviewed
ought	SYL-VOCAB-P046-L10	1	part_1_true_exam	ocr_consensus_unreviewed
ounce	SYL-VOCAB-P081-L01	1	part_2_zero_frequency	ocr_consensus_unreviewed
our	SYL-VOCAB-P046-L11	1	part_1_true_exam	ocr_consensus_unreviewed
ours	SYL-VOCAB-P046-L12	1	part_1_true_exam	ocr_consensus_unreviewed
ourselves	SYL-VOCAB-P046-L13	1	part_1_true_exam	ocr_consensus_unreviewed
out	SYL-VOCAB-P046-L14	1	part_1_true_exam	ocr_consensus_unreviewed
outbreak	SYL-VOCAB-P081-L02	1	part_2_zero_frequency	ocr_consensus_unreviewed
outcome	SYL-VOCAB-P046-L15	1	part_1_true_exam	ocr_consensus_unreviewed
outdoor	SYL-VOCAB-P081-L03	1	part_2_zero_frequency	ocr_consensus_unreviewed
outer	SYL-VOCAB-P046-L16	1	part_1_true_exam	ocr_consensus_unreviewed
outfit	SYL-VOCAB-P081-L04	1	part_2_zero_frequency	ocr_consensus_unreviewed
outing	SYL-VOCAB-P081-L05	1	part_2_zero_frequency	ocr_consensus_unreviewed
outlet	SYL-VOCAB-P046-L17	1	part_1_true_exam	ocr_consensus_unreviewed
outline	SYL-VOCAB-P046-L18	1	part_1_true_exam	ocr_consensus_unreviewed
outlook	SYL-VOCAB-P046-L19	1	part_1_true_exam	ocr_consensus_unreviewed
output	SYL-VOCAB-P046-L20	1	part_1_true_exam	ocr_consensus_unreviewed
outrage	SYL-VOCAB-P046-L21	1	part_1_true_exam	ocr_consensus_unreviewed
outset	SYL-VOCAB-P046-L22	1	part_1_true_exam	ocr_consensus_unreviewed
outside	SYL-VOCAB-P046-L23	1	part_1_true_exam	ocr_consensus_unreviewed
outskirts	SYL-VOCAB-P081-L06	1	part_2_zero_frequency	ocr_consensus_unreviewed
outstanding	SYL-VOCAB-P046-L24	1	part_1_true_exam	ocr_consensus_unreviewed
outward	SYL-VOCAB-P046-L25	1	part_1_true_exam	ocr_consensus_unreviewed
oval	SYL-VOCAB-P081-L07	1	part_2_zero_frequency	ocr_consensus_unreviewed
oven	SYL-VOCAB-P081-L08	1	part_2_zero_frequency	ocr_consensus_unreviewed
over	SYL-VOCAB-P046-L26	1	part_1_true_exam	ocr_consensus_unreviewed
overall	SYL-VOCAB-P046-L27	1	part_1_true_exam	ocr_consensus_unreviewed
overcoat	SYL-VOCAB-P081-L09	1	part_2_zero_frequency	ocr_consensus_unreviewed
overcome	SYL-VOCAB-P046-L28	1	part_1_true_exam	ocr_consensus_unreviewed
overflow	SYL-VOCAB-P081-L10	1	part_2_zero_frequency	ocr_consensus_unreviewed
overhaul	SYL-VOCAB-P081-L11	1	part_2_zero_frequency	ocr_consensus_unreviewed
overhead	SYL-VOCAB-P046-L29	1	part_1_true_exam	ocr_consensus_unreviewed
overhear	SYL-VOCAB-P081-L12	1	part_2_zero_frequency	ocr_consensus_unreviewed
overlap	SYL-VOCAB-P046-R01	1	part_1_true_exam	ocr_consensus_unreviewed
overlook	SYL-VOCAB-P046-R02	1	part_1_true_exam	ocr_consensus_unreviewed
overnight	SYL-VOCAB-P081-L13	1	part_2_zero_frequency	ocr_consensus_unreviewed
overpass	SYL-VOCAB-P081-L14	1	part_2_zero_frequency	ocr_consensus_unreviewed
overrule	SYL-VOCAB-P089-R37	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
overseas	SYL-VOCAB-P046-R03	1	part_1_true_exam	ocr_consensus_unreviewed
overtake	SYL-VOCAB-P081-L15	1	part_2_zero_frequency	ocr_consensus_unreviewed
overthrow	SYL-VOCAB-P081-L16	1	part_2_zero_frequency	ocr_consensus_unreviewed
overtime	SYL-VOCAB-P081-L17	1	part_2_zero_frequency	ocr_consensus_unreviewed
overturn	SYL-VOCAB-P046-R04	1	part_1_true_exam	ocr_consensus_unreviewed
overwhelm	SYL-VOCAB-P081-L18	1	part_2_zero_frequency	ocr_consensus_unreviewed
overwhelming	SYL-VOCAB-P046-R05	1	part_1_true_exam	ocr_consensus_unreviewed
owe	SYL-VOCAB-P046-R06	1	part_1_true_exam	ocr_consensus_unreviewed
owing	SYL-VOCAB-P046-R07	1	part_1_true_exam	ocr_consensus_unreviewed
owl	SYL-VOCAB-P081-L19	1	part_2_zero_frequency	ocr_consensus_unreviewed
own	SYL-VOCAB-P046-R08	1	part_1_true_exam	ocr_consensus_unreviewed
owner	SYL-VOCAB-P046-R09	1	part_1_true_exam	ocr_consensus_unreviewed
ownership	SYL-VOCAB-P046-R10	1	part_1_true_exam	ocr_consensus_unreviewed
ox	SYL-VOCAB-P081-L20	1	part_2_zero_frequency	ocr_consensus_unreviewed
oxide	SYL-VOCAB-P081-L21	1	part_2_zero_frequency	ocr_consensus_unreviewed
oxygen	SYL-VOCAB-P046-R11	1	part_1_true_exam	ocr_consensus_unreviewed
oxytocin	SYL-VOCAB-P089-R38	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
ozone	SYL-VOCAB-P046-R12	1	part_1_true_exam	ocr_consensus_unreviewed
pace	SYL-VOCAB-P046-R13	1	part_1_true_exam	ocr_consensus_unreviewed
pack	SYL-VOCAB-P046-R14	1	part_1_true_exam	ocr_consensus_unreviewed
package	SYL-VOCAB-P046-R15	1	part_1_true_exam	ocr_consensus_unreviewed
packet	SYL-VOCAB-P046-R16	1	part_1_true_exam	ocr_consensus_unreviewed
pact	SYL-VOCAB-P081-L22	1	part_2_zero_frequency	ocr_consensus_unreviewed
pad	SYL-VOCAB-P081-L23	1	part_2_zero_frequency	ocr_consensus_unreviewed
paddle	SYL-VOCAB-P081-L24	1	part_2_zero_frequency	ocr_consensus_unreviewed
page	SYL-VOCAB-P046-R17	1	part_1_true_exam	ocr_consensus_unreviewed
pail	SYL-VOCAB-P081-L25	1	part_2_zero_frequency	ocr_consensus_unreviewed
pain	SYL-VOCAB-P046-R18	1	part_1_true_exam	ocr_consensus_unreviewed
painful	SYL-VOCAB-P046-R19	1	part_1_true_exam	ocr_consensus_unreviewed
paint	SYL-VOCAB-P046-R20	1	part_1_true_exam	ocr_consensus_unreviewed
painter	SYL-VOCAB-P081-L26	1	part_2_zero_frequency	ocr_consensus_unreviewed
painting	SYL-VOCAB-P046-R21	1	part_1_true_exam	ocr_consensus_unreviewed
pair	SYL-VOCAB-P046-R22	1	part_1_true_exam	ocr_consensus_unreviewed
palace	SYL-VOCAB-P046-R23	1	part_1_true_exam	ocr_consensus_unreviewed
pale	SYL-VOCAB-P081-L27	1	part_2_zero_frequency	ocr_consensus_unreviewed
palm	SYL-VOCAB-P046-R24	1	part_1_true_exam	ocr_consensus_unreviewed
pamphlet	SYL-VOCAB-P046-R25	1	part_1_true_exam	ocr_consensus_unreviewed
pan	SYL-VOCAB-P046-R26	1	part_1_true_exam	ocr_consensus_unreviewed
panda	SYL-VOCAB-P081-L28	1	part_2_zero_frequency	ocr_consensus_unreviewed
panel	SYL-VOCAB-P046-R27	1	part_1_true_exam	ocr_consensus_unreviewed
panic	SYL-VOCAB-P046-R28	1	part_1_true_exam	ocr_consensus_unreviewed
panorama	SYL-VOCAB-P046-R29	1	part_1_true_exam	ocr_consensus_unreviewed
pant	SYL-VOCAB-P081-L29	1	part_2_zero_frequency	ocr_consensus_unreviewed
pants	SYL-VOCAB-P081-L30	1	part_2_zero_frequency	ocr_consensus_unreviewed
paper	SYL-VOCAB-P046-R30	1	part_1_true_exam	ocr_consensus_unreviewed
paperback	SYL-VOCAB-P081-L31	1	part_2_zero_frequency	ocr_consensus_unreviewed
parachute	SYL-VOCAB-P046-R31	1	part_1_true_exam	ocr_consensus_unreviewed
parade	SYL-VOCAB-P046-R32	1	part_1_true_exam	ocr_consensus_unreviewed
paradise	SYL-VOCAB-P081-L32	1	part_2_zero_frequency	ocr_consensus_unreviewed
paradox	SYL-VOCAB-P047-L01	1	part_1_true_exam	ocr_consensus_unreviewed
paragraph	SYL-VOCAB-P047-L02	1	part_1_true_exam	ocr_consensus_unreviewed
parallel	SYL-VOCAB-P047-L03	1	part_1_true_exam	ocr_consensus_unreviewed
paralyze	SYL-VOCAB-P047-L04	1	part_1_true_exam	ocr_consensus_unreviewed
parameter	SYL-VOCAB-P081-L33	1	part_2_zero_frequency	ocr_consensus_unreviewed
paraphrase	SYL-VOCAB-P089-R39	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
parasite	SYL-VOCAB-P081-L34	1	part_2_zero_frequency	ocr_consensus_unreviewed
parcel	SYL-VOCAB-P047-L05	1	part_1_true_exam	ocr_consensus_unreviewed
pardon	SYL-VOCAB-P081-L35	1	part_2_zero_frequency	ocr_consensus_unreviewed
parent	SYL-VOCAB-P047-L06	1	part_1_true_exam	ocr_consensus_unreviewed
parity	SYL-VOCAB-P089-R40	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
park	SYL-VOCAB-P047-L07	1	part_1_true_exam	ocr_consensus_unreviewed
parliament	SYL-VOCAB-P047-L08	1	part_1_true_exam	ocr_consensus_unreviewed
part	SYL-VOCAB-P047-L09	1	part_1_true_exam	ocr_consensus_unreviewed
partial	SYL-VOCAB-P047-L10	1	part_1_true_exam	ocr_consensus_unreviewed
participant	SYL-VOCAB-P047-L11	1	part_1_true_exam	ocr_consensus_unreviewed
participate	SYL-VOCAB-P047-L12	1	part_1_true_exam	ocr_consensus_unreviewed
particle	SYL-VOCAB-P047-L13	1	part_1_true_exam	ocr_consensus_unreviewed
particular	SYL-VOCAB-P047-L14	1	part_1_true_exam	ocr_consensus_unreviewed
partly	SYL-VOCAB-P047-L15	1	part_1_true_exam	ocr_consensus_unreviewed
partner	SYL-VOCAB-P047-L16	1	part_1_true_exam	ocr_consensus_unreviewed
party	SYL-VOCAB-P047-L17	1	part_1_true_exam	ocr_consensus_unreviewed
pass	SYL-VOCAB-P047-L18	1	part_1_true_exam	ocr_consensus_unreviewed
passage	SYL-VOCAB-P047-L19	1	part_1_true_exam	ocr_consensus_unreviewed
passenger	SYL-VOCAB-P047-L20	1	part_1_true_exam	ocr_consensus_unreviewed
passerby	SYL-VOCAB-P081-L36	1	part_2_zero_frequency	ocr_consensus_unreviewed
passion	SYL-VOCAB-P047-L21	1	part_1_true_exam	ocr_consensus_unreviewed
passive	SYL-VOCAB-P047-L22	1	part_1_true_exam	ocr_consensus_unreviewed
passport	SYL-VOCAB-P081-L37	1	part_2_zero_frequency	ocr_consensus_unreviewed
past	SYL-VOCAB-P047-L23	1	part_1_true_exam	ocr_consensus_unreviewed
paste	SYL-VOCAB-P081-L38	1	part_2_zero_frequency	ocr_consensus_unreviewed
pastime	SYL-VOCAB-P047-L24	1	part_1_true_exam	ocr_consensus_unreviewed
pasture	SYL-VOCAB-P081-L39	1	part_2_zero_frequency	ocr_consensus_unreviewed
pat	SYL-VOCAB-P081-L40	1	part_2_zero_frequency	ocr_consensus_unreviewed
patch	SYL-VOCAB-P081-R01	1	part_2_zero_frequency	ocr_consensus_unreviewed
patent	SYL-VOCAB-P047-L25	1	part_1_true_exam	ocr_consensus_unreviewed
paternal	SYL-VOCAB-P089-R42	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
path	SYL-VOCAB-P047-L26	1	part_1_true_exam	ocr_consensus_unreviewed
pathetic	SYL-VOCAB-P081-R02	1	part_2_zero_frequency	ocr_consensus_unreviewed
pathological	SYL-VOCAB-P089-R41	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
patience	SYL-VOCAB-P047-L27	1	part_1_true_exam	ocr_consensus_unreviewed
patient	SYL-VOCAB-P047-L28	1	part_1_true_exam	ocr_consensus_unreviewed
patriotic	SYL-VOCAB-P047-L29	1	part_1_true_exam	ocr_consensus_unreviewed
patrol	SYL-VOCAB-P047-L30	1	part_1_true_exam	ocr_consensus_unreviewed
patron	SYL-VOCAB-P047-L31	1	part_1_true_exam	ocr_consensus_unreviewed
pattern	SYL-VOCAB-P047-L32	1	part_1_true_exam	ocr_consensus_unreviewed
pause	SYL-VOCAB-P047-R01	1	part_1_true_exam	ocr_consensus_unreviewed
pave	SYL-VOCAB-P047-R02	1	part_1_true_exam	ocr_consensus_unreviewed
pavement	SYL-VOCAB-P081-R03	1	part_2_zero_frequency	ocr_consensus_unreviewed
paw	SYL-VOCAB-P081-R04	1	part_2_zero_frequency	ocr_consensus_unreviewed
pay	SYL-VOCAB-P047-R03	1	part_1_true_exam	ocr_consensus_unreviewed
payment	SYL-VOCAB-P047-R04	1	part_1_true_exam	ocr_consensus_unreviewed
pea	SYL-VOCAB-P081-R05	1	part_2_zero_frequency	ocr_consensus_unreviewed
peace	SYL-VOCAB-P047-R05	1	part_1_true_exam	ocr_consensus_unreviewed
peaceful	SYL-VOCAB-P047-R06	1	part_1_true_exam	ocr_consensus_unreviewed
peach	SYL-VOCAB-P081-R06	1	part_2_zero_frequency	ocr_consensus_unreviewed
peak	SYL-VOCAB-P047-R07	1	part_1_true_exam	ocr_consensus_unreviewed
peanut	SYL-VOCAB-P081-R07	1	part_2_zero_frequency	ocr_consensus_unreviewed
pear	SYL-VOCAB-P081-R08	1	part_2_zero_frequency	ocr_consensus_unreviewed
pearl	SYL-VOCAB-P047-R08	1	part_1_true_exam	ocr_consensus_unreviewed
peasant	SYL-VOCAB-P081-R09	1	part_2_zero_frequency	ocr_consensus_unreviewed
pebble	SYL-VOCAB-P081-R10	1	part_2_zero_frequency	ocr_consensus_unreviewed
peculiar	SYL-VOCAB-P047-R09	1	part_1_true_exam	ocr_consensus_unreviewed
pedal	SYL-VOCAB-P081-R11	1	part_2_zero_frequency	ocr_consensus_unreviewed
pedestrian	SYL-VOCAB-P081-R12	1	part_2_zero_frequency	ocr_consensus_unreviewed
peel	SYL-VOCAB-P081-R13	1	part_2_zero_frequency	ocr_consensus_unreviewed
peep	SYL-VOCAB-P081-R14	1	part_2_zero_frequency	ocr_consensus_unreviewed
peer	SYL-VOCAB-P047-R10	1	part_1_true_exam	ocr_consensus_unreviewed
pen	SYL-VOCAB-P047-R11	1	part_1_true_exam	ocr_consensus_unreviewed
penalty	SYL-VOCAB-P047-R12	1	part_1_true_exam	ocr_consensus_unreviewed
pencil	SYL-VOCAB-P047-R13	1	part_1_true_exam	ocr_consensus_unreviewed
pendulum	SYL-VOCAB-P081-R15	1	part_2_zero_frequency	ocr_consensus_unreviewed
penetrate	SYL-VOCAB-P081-R16	1	part_2_zero_frequency	ocr_consensus_unreviewed
peninsula	SYL-VOCAB-P081-R17	1	part_2_zero_frequency	ocr_consensus_unreviewed
penny	SYL-VOCAB-P047-R14	1	part_1_true_exam	ocr_consensus_unreviewed
pension	SYL-VOCAB-P047-R15	1	part_1_true_exam	ocr_consensus_unreviewed
people	SYL-VOCAB-P047-R16	1	part_1_true_exam	ocr_consensus_unreviewed
pepper	SYL-VOCAB-P047-R17	1	part_1_true_exam	ocr_consensus_unreviewed
per	SYL-VOCAB-P047-R18	1	part_1_true_exam	ocr_consensus_unreviewed
perceive	SYL-VOCAB-P047-R19	1	part_1_true_exam	ocr_consensus_unreviewed
percent	SYL-VOCAB-P047-R20	1	part_1_true_exam	ocr_consensus_unreviewed
percentage	SYL-VOCAB-P047-R21	1	part_1_true_exam	ocr_consensus_unreviewed
perception	SYL-VOCAB-P090-L01	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
perfect	SYL-VOCAB-P047-R22	1	part_1_true_exam	ocr_consensus_unreviewed
perfection	SYL-VOCAB-P047-R23	1	part_1_true_exam	ocr_consensus_unreviewed
perform	SYL-VOCAB-P047-R24	1	part_1_true_exam	ocr_consensus_unreviewed
performance	SYL-VOCAB-P047-R25	1	part_1_true_exam	ocr_consensus_unreviewed
perfume	SYL-VOCAB-P081-R18	1	part_2_zero_frequency	ocr_consensus_unreviewed
perhaps	SYL-VOCAB-P047-R26	1	part_1_true_exam	ocr_consensus_unreviewed
period	SYL-VOCAB-P047-R27	1	part_1_true_exam	ocr_consensus_unreviewed
periodical	SYL-VOCAB-P047-R28	1	part_1_true_exam	ocr_consensus_unreviewed
perish	SYL-VOCAB-P047-R29	1	part_1_true_exam	ocr_consensus_unreviewed
permanent	SYL-VOCAB-P047-R30	1	part_1_true_exam	ocr_consensus_unreviewed
permeate	SYL-VOCAB-P081-R19	1	part_2_zero_frequency	ocr_consensus_unreviewed
permission	SYL-VOCAB-P047-R31	1	part_1_true_exam	ocr_consensus_unreviewed
permit	SYL-VOCAB-P047-R32	1	part_1_true_exam	ocr_consensus_unreviewed
pernicious	SYL-VOCAB-P089-R43	1	part_3_beyond_syllabus	ocr_consensus_unreviewed
perpetual	SYL-VOCAB-P047-R33	1	part_1_true_exam	ocr_consensus_unreviewed
perplex	SYL-VOCAB-P047-R34	1	part_1_true_exam	ocr_consensus_unreviewed
persecute	SYL-VOCAB-P081-R20	1	part_2_zero_frequency	ocr_consensus_unreviewed
persevere	SYL-VOCAB-P081-R21	1	part_2_zero_frequency	ocr_consensus_unreviewed
persist	SYL-VOCAB-P047-R35	1	part_1_true_exam	ocr_consensus_unreviewed
person	SYL-VOCAB-P047-R36	1	part_1_true_exam	ocr_consensus_unreviewed
